Site_ID,Site_Type,Site_Name,State,Latitude,Longitude,Lat_Long_Datum,Lat_Long_Source,Elevation_in_Meters,Elevation_Source,Degree_of_Development_Surrounding_Site,Landscape_Description,Proximity_to_Road,Proximity_to_Permanent_Water,Area_of_Site,Type_of_Forest_at_Site,Presence_of_Slope,Location_Relative_to_Slope,Slope_Aspect,Presence_of_Domesticated_Cats,Presence_of_Domesticated_Dogs,Presence_of_Domesticated_Animals,Presence_of_Garden,Presence_of_Bird_Feeder,Presence_of_Nesting_Box,Presence_of_Fruit,Presence_of_Birdbath,Presence_of_Other_Features_Designed_to_Attract_Animals,Site_Comments,Site_Registration_Date
26395,Personal,cassell,VA,37.222027,-80.419853,WGS84,Web Service,639,Google Elevation Service,,,,,,,,,,,,,,,,,,,,2017-03-31
26425,Group,School of Environmental Studies,MN,44.772018,-93.190956,WGS84,Google Maps,307,Google Elevation Service,Rural,Other (please describe in comments box),100 ft,300 ft,35 ac,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",On the top of the slope or on a ridge,East,,,Chicken coop,1,1,1,,,,"This is a small environmental public charter school and it's environs. The site includes a large permanent pond, wooded areas, a swampy area, some native prairie plantings, the school building, and two parking lots. There is also a vegetable garden, a chicken coop, and a wind turbine. The site abuts the Minnesota Zoo grounds. ",2017-04-04
26459,Personal,Alamo,MN,45.13686,-93.200142,WGS84,Google Maps,281,Google Elevation Service,Suburban,Other (please describe in comments box),240 ft,1 mi,0.5 ac,,,,,,,,-1,,,,,,"Wooded Outlot large soft maples, elm, poplars",2017-04-05
26461,Personal,My Backyard,MN,45.386719,-93.159935,WGS84,Google Maps,277,Google Elevation Service,Other (please describe in comments box),Other (please describe in comments box),0 ft,0 ft,2.5 ac,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,1,1,,1,1,1,1,1,,"Site is semi-rural. Mix of oak savanna, succession woods, wetlands, and suburban lawn.",2017-04-05
26467,Personal,jmsp1,ND,46.907448,-98.70649,WGS84,Google Maps,429,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-04-06
26476,Personal,JMS P1,ND,46.907063,-98.706169,WGS84,Google Maps,429,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-04-06
26480,Personal,JMS P1,ND,46.908936,-98.705399,WGS84,Google Maps,427,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-04-06
26483,Personal,jmsp1,ND,46.907352,-98.706932,WGS84,Google Maps,429,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-04-06
26484,Personal,willow river state park,WI,45.017174,-92.67794,WGS84,Web Service,286,Google Elevation Service,,,,,,,,,,,,,,,,,,,,2017-04-06
26486,Personal,jmsp4,ND,46.91069,-98.833809,WGS84,Google Maps,463,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-04-06
26498,Personal,JMSP4,ND,46.908298,-98.699844,WGS84,Google Maps,426,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-04-06
26512,Personal,JMSp5,ND,46.908939,-98.705482,WGS84,Google Maps,428,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-04-06
26518,Personal,Black Butte School,OR,44.459728,-121.649117,WGS84,Google Maps,904,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-04-06
26523,Personal,Virginia Tech,VA,37.227188,-80.42067,WGS84,Google Maps,623,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-04-07
26547,Personal,Within 100 yards of home,ME,44.124378,-70.213753,WGS84,Google Maps,62,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-04-09
26567,Personal,jmsp4,ND,37.208267,-76.774094,WGS84,Google Maps,0,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-04-10
26587,Personal,JMS P6,ND,46.916759,-98.834755,WGS84,Google Maps,464,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-04-10
26588,Personal,JMS P1,ND,47.247578,-98.553078,WGS84,Google Maps,464,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-04-10
26592,Personal,JMS P6,ND,46.908863,-98.705482,WGS84,Google Maps,426,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-04-10
26594,Personal,JMS P6,ND,46.908909,-98.705261,WGS84,Google Maps,427,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-04-10
26595,Personal,jms p6,ND,46.912083,-98.83728,WGS84,Google Maps,464,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-04-10
26598,Personal,jmsp6,ND,46.90889,-98.705482,WGS84,Google Maps,427,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-04-10
26600,Personal,My back yard,NH,43.754974,-71.688972,WGS84,Google Maps,169,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-04-10
26607,Personal,jms 4,ND,46.910545,-98.708435,WGS84,Google Maps,427,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-04-11
26608,Personal,Home,ME,43.365868,-70.487099,WGS84,Google Maps,10,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",50 ft,300 ft,1 ac,,,,,,,,-1,,,,,,,2017-04-11
26609,Group,Campus,NY,42.452244,-73.381676,WGS84,Google Maps,302,Google Elevation Service,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",10 ft,365 ft,17 ac,A mixture of evergreen and deciduous trees,"Yes, and the site is...",In the middle of the slope,West,1,1,,1,1,,1,1,,,2017-04-11
26614,Personal,Backyard,WA,47.556499,-122.2742,WGS84,Google Maps,59,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",200 ft,0.5 mi,2400 ft2,,,,,,,,-1,,,,,,,2017-04-11
26639,Personal,Berkshire School,MA,42.117088,-73.416267,WGS84,Google Maps,264,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-04-14
26672,Personal,School,VA,37.228844,-80.420448,WGS84,Google Maps,629,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-04-18
26682,Personal,Burruss,VA,37.228481,-80.4226,WGS84,Google Maps,625,Google Elevation Service,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",10 ft,,,,,,,,,,-1,,,,,,,2017-04-18
26736,Personal,home,NY,40.667068,-73.991501,WGS84,Web Service,15,Google Elevation Service,,,,,,,,,,,,,,,,,,,,2017-04-20
26742,Group,Cedar Crest College - Trees,PA,40.585384,-75.521538,WGS84,Google Maps,109,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-04-21
26843,Group,Lake Maratanza Loop,NY,41.670635,-74.361382,WGS84,Google Maps,625,Google Elevation Service,Wildlands or semi-wildlands,Other (please describe in comments box),0 ft,0 ft,500 ac,"Mostly evergreen trees (for example, pine or live oak)","Yes, and the site is...",At the bottom of the slope or in a valley between slopes,Southeast,,,,1,1,,,,,"Pine barrens around a lake, some shrubs.",2017-04-26
26850,Personal,Margaret's Yard,NC,36.184006,-81.843941,WGS84,Google Maps,1276,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-04-26
26863,Group,ICNL Guided Nature Trail,NY,42.419384,-76.492157,WGS84,Google Maps,327,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,I see that the old ESandT/ ICNL has been changed to Ithaca College Natural Lands. Please move the tree info for the ICNL guided nature trail to the Ithaca College natural Lands site- and please give me access to this site as an admin. Thanks.Please move this site to the group site for Ithaca College Natural lands- thank you.,2017-04-27
26890,Personal,Mount David,OR,43.807205,-123.055069,WGS84,Web Service,191,Google Elevation Service,,,,,,,,,,,,,,,,,,,,2017-04-28
27019,Personal,half acre,AL,30.371868,-87.619705,WGS84,Google Maps,1,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",5 ft,1 ft,0.5 ac,,,,,,,,-1,,,,,,,2017-05-11
27053,Personal,Archstone Ave Tewksbury Forest,MA,42.616955,-71.238419,WGS84,Google Maps,33,Google Elevation Service,Suburban,Forest or woodland,250 ft,1.2 mi,,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,1,1,,0,,,,,,,2017-05-13
27143,Personal,beaumont place,CO,39.667038,-104.87365,WGS84,Google Maps,1667,Google Elevation Service,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",15 ft,50 ft,1 ac,,,,,,,,-1,,,,,,,2017-05-20
27204,Personal,183 service road &amp; a.t.,PA,40.527336,-76.21447,WGS84,Web Service,447,Google Elevation Service,Wildlands or semi-wildlands,Forest or woodland,,,,,,,,,,,,,,,,,intersection of a.t. and service road near Bethel pa,2017-06-03
27212,Personal,Science Work,MN,46.729553,-94.685898,WGS84,Google Maps,442,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-06-05
27222,Personal,House,ME,44.684387,-69.179321,WGS84,Web Service,128,Google Elevation Service,,,,,,,,,,,,,,,,,,,,2017-06-07
27255,Personal,Princeton at Southampton,NC,35.025032,-80.834541,WGS84,Google Maps,187,Google Elevation Service,Suburban,Other (please describe in comments box),800 ft,0 ft,20 ac,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",At the bottom of the slope or in a valley between slopes,Southeast,1,1,,1,1,1,,1,,"area includes paved, landscaped, forested, open field, and wetland areas",2017-06-13
27256,Personal,Home,MN,48.044903,-90.482559,WGS84,Google Maps,567,Google Elevation Service,Wildlands or semi-wildlands,Other (please describe in comments box),100 yd,15 yd,4 ac,,,,,,,,-1,,,,,,"Lake, forest, wetland",2017-06-13
27270,Group,Lone Tree Hill Trail,VT,44.391632,-73.259521,WGS84,Google Maps,94,Google Elevation Service,Rural,Forest or woodland,,,,,,,,,,,-1,,,,,,Plants are located along the Lone Tree Hill loop trail,2017-06-16
27305,Personal,Circle of Life Academy,MN,47.076687,-95.834747,WGS84,Web Service,474,Google Elevation Service,,,,,,,,,,,,,,,,,,,,2017-06-21
27343,Personal,Bishop Paiute Environmental Management Office ,CA,37.361832,-118.418343,WGS84,Google Maps,1283,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-06-30
27385,Personal,Front Yard,ME,44.011776,-69.901016,WGS84,Google Maps,20,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",30 ft,50 ft,1 ac,,,,,,,,-1,,,,,,Part of a small rural town.,2017-07-10
27458,Group,Native American Medicine Gardens,MN,44.990273,-93.186264,WGS84,Google Maps,296,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,1,,,,,,,2017-07-31
27459,Personal,Highland School,VA,38.734619,-77.801949,WGS84,Google Maps,165,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-07-31
27467,Group,Valley Water at Green-Wood,NY,40.655563,-73.997101,WGS84,Google Maps,17,Google Elevation Service,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",50 ft,300 ft,18 ac,A mixture of evergreen and deciduous trees,"Yes, and the site is...",At the bottom of the slope or in a valley between slopes,Southwest,1,,,1,,,,,,,2017-08-02
27475,Group,Palmetto Trail,LA,29.783813,-90.117561,WGS84,Google Maps,0,Google Elevation Service,Wildlands or semi-wildlands,Forested wetland (such as swamp or mangrove),0.5 mi,0 ft,,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,,2017-08-03
27476,Group,Ring Levee Trail,LA,29.785265,-90.110191,WGS84,Google Maps,0,Google Elevation Service,Wildlands or semi-wildlands,Forest or woodland,100 ft,100 ft,,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,,2017-08-03
27477,Group,Bayou Coquille Trail,LA,29.793816,-90.122452,WGS84,Google Maps,0,Google Elevation Service,Wildlands or semi-wildlands,Forested wetland (such as swamp or mangrove),500 ft,0 ft,,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,,2017-08-03
27526,Personal,Arnold Arboretum,MA,42.307365,-71.120773,WGS84,Google Maps,15,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-08-10
27570,Group,Secret Pond Trail Plot,TN,35.957142,-83.870239,User,User,282,Google Elevation Service,Urban,Forest or woodland,60 ft,400 ft,16 ac,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,1,,1,,,,1,,On north side of Secret Pond Trail 50 west of Will Skelton Greenway,2017-08-16
27585,Group,Gillespie Museum,FL,29.033138,-81.299995,WGS84,Google Maps,14,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,,,,,,,,-1,,,,,,,2017-08-19
27592,Personal,Skyveiw,AK,60.457928,-151.101044,WGS84,Google Maps,71,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-08-22
27645,Group,Green-Wood Vista Grove ,NY,40.652672,-73.987457,WGS84,Google Maps,40,Google Elevation Service,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",20 ft,1811 ft,11 ac,A mixture of evergreen and deciduous trees,"Yes, and the site is...",At the bottom of the slope or in a valley between slopes,Northwest,,,,1,,,,,,The area of this observation site has less exposure to perimeter artificial light. ,2017-08-29
27820,Personal,school,NJ,40.058323,-74.405663,WGS84,Google Maps,28,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-09-13
27856,Personal,Home Fayer,SD,44.440258,-103.879349,WGS84,Google Maps,1477,Google Elevation Service,Wildlands or semi-wildlands,Forest or woodland,,,,,,,,,,,-1,,,,,,Approximately 1 acre that is a combination of my gardens and wild forested area unaffected by additional water or nutrients from our home or other homes.  It is near the edge of Spearfish Canyon.,2017-09-18
27899,Personal,School,KY,38.252666,-85.758453,WGS84,Google Maps,139,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-09-25
27902,Personal,university of Louisville ,KY,38.222466,-85.75396,WGS84,Web Service,138,Google Elevation Service,,,,,,,,,,,,,,,,,,,,2017-09-25
28192,Group,Rockbridge County High School Site,VA,37.802608,-79.422447,,,326,,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",20 ft,,2 ac,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,,2017-10-13
28354,Group,PRAC-Trail 2,MS,30.414787,-88.542595,WGS84,Google Maps,0,Google Elevation Service,Urban,Forested wetland (such as swamp or mangrove),100 yd,100 yd,10 ac,,,,,,,,-1,,,,,,Site is located on the Pascagoula River near downtown Moss Point. ,2017-11-02
28398,Group,Pisgah Forest School,NC,35.273556,-82.705193,WGS84,Google Maps,648,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-11-07
28458,Personal,Rancho Paraiso,OR,44.32634,-122.831123,WGS84,Google Maps,161,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-11-15
28513,Personal,T. C. Henderson,NC,35.130856,-82.887634,WGS84,Google Maps,829,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-12-05
28517,Personal,Home,MA,42.494251,-71.098915,WGS84,Google Maps,42,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",0 ft,1.5 mi,0.3 ac,,,,,,,,-1,,,,,,,2017-12-07
28549,Personal,Jefferson School,DE,38.730068,-75.365211,WGS84,Google Maps,11,Google Elevation Service,Rural,Forest or woodland,100 ft,50 ft,10 ac,,,,,,,,-1,,,,,,"School with 43 acres: some fields, lots of woods, two ponds.",2017-12-19
28590,Group,Fontainbleau Unit Nature Trail,MS,30.397776,-88.757156,WGS84,Google Maps,4,Google Elevation Service,Suburban,Forest or woodland,15 ft,150 ft,,,,,,,,,-1,,,,,,,2017-12-31
28615,Group,WMU tree stations,MI,42.279087,-85.613754,WGS84,Google Maps,257,Google Elevation Service,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",104 ft,0.62 mi,255 ac,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,0,,,,,,,2018-01-05
28631,Personal,Back Woods,VA,37.164818,-80.478432,WGS84,Google Maps,589,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2018-01-08
28643,Group,Hornbake Library-Campus Dr entrance,MD,38.987629,-76.941589,WGS84,Google Maps,33,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",5 ft,0.5 mi,3 ft2,,,,,,,,-1,,,,,,,2018-01-10
28650,Group,Baltimore Ave,MD,38.98402,-76.938004,WGS84,Google Maps,24,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,,2018-01-11
28729,Group,Dickinson Campus,PA,40.202297,-77.196671,WGS84,Google Maps,144,Google Elevation Service,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",10 ft,,,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,Site is a college campus,2018-01-17
28745,Group,Boardwalk 1,MS,30.429382,-88.428902,WGS84,Google Maps,1,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2018-01-18
28751,Group,Annapolis,MD,38.982555,-76.940323,WGS84,Google Maps,36,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,,,,,,,,-1,,,,,,,2018-01-18
28752,Group,Tawes Plaza,MD,38.985867,-76.947266,WGS84,Google Maps,51,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,,,,,,,,-1,,,,,,,2018-01-18
28786,Group,Benjamin,MD,38.986763,-76.947723,WGS84,Google Maps,52,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,,,,,,,,-1,,,,,,,2018-01-23
28790,Group,Clarice Smith Performing Arts Center,MD,38.991508,-76.950378,WGS84,Google Maps,40,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,,,,,,,,-1,,,,,,,2018-01-23
28791,Group,Cumberland,MD,38.992157,-76.943802,WGS84,Google Maps,37,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,,,,,,,,-1,,,,,,,2018-01-23
28793,Group,Fraterinty Row,MD,38.983994,-76.935974,WGS84,Google Maps,21,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,,,,,,,,-1,,,,,,,2018-01-23
28794,Group,Grounds Storage Preinkert,MD,38.984795,-76.946732,WGS84,Google Maps,45,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,,,,,,,,-1,,,,,,,2018-01-23
28830,Group,Phenology Journey,MS,30.50215,-89.666794,WGS84,Google Maps,18,Google Elevation Service,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",10 ft,10 ft,95 ac,,,,,,,,-1,,,,,,,2018-01-25
28859,Personal,UNCO,CO,40.406452,-104.685745,WGS84,Google Maps,1430,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2018-01-29
28867,Personal,Campus,CO,40.407639,-104.694107,WGS84,Google Maps,1442,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2018-01-30
28896,Personal,UNCO BIO,CO,40.423313,-104.709129,WGS84,Google Maps,1423,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2018-01-31
28898,Personal,Silverwood Park VS Oak Savanna,MN,45.046383,-93.224602,WGS84,Google Maps,301,Google Elevation Service,Urban,Forest or woodland,6 ft,900 ft,1 ac,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",On the top of the slope or on a ridge,South,1,1,,1,1,,,,,This is a park managed by Three Rivers Park District.  This site is specifically to observe the White Oak Trees.  ,2018-01-31
28904,Personal,home,CO,40.401237,-104.69989,WGS84,Google Maps,1447,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2018-01-31
28915,Group,Engineering Recreation Field,MD,38.987526,-76.936134,WGS84,Google Maps,20,Google Elevation Service,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,,,,,,,,-1,,,,,,,2018-02-02
28917,Group,Leonardtown 247,MD,38.984299,-76.932877,WGS84,Google Maps,18,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,,,,,,,,-1,,,,,,,2018-02-02
28919,Group,Parking lot 3,MD,38.984852,-76.94989,WGS84,Google Maps,42,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,,,,,,,,-1,,,,,,,2018-02-02
28920,Group,Plant Sciences,MD,38.988831,-76.941277,WGS84,Google Maps,30,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,,,,,,,,-1,,,,,,,2018-02-02
28921,Group,Queen Anne's Hall,MD,38.985371,-76.94622,WGS84,Google Maps,46,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,,,,,,,,-1,,,,,,,2018-02-02
28924,Group,Regent's Drive,MD,38.982788,-76.93943,WGS84,Google Maps,29,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,,,,,,,,-1,,,,,,,2018-02-02
28928,Group,Shoemaker,MD,38.983963,-76.943237,WGS84,Google Maps,48,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,,,,,,,,-1,,,,,,,2018-02-02
28932,Group,Rossborough Lane,MD,38.98428,-76.933098,WGS84,Google Maps,19,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,,,,,,,,-1,,,,,,,2018-02-02
28950,Group,Yale Ave,MD,38.982567,-76.936005,WGS84,Google Maps,20,Google Elevation Service,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,,,,,,,,-1,,,,,,,2018-02-04
28952,Group,Radford Bike Path,VA,37.144978,-80.547508,WGS84,Google Maps,529,Google Elevation Service,Urban,Forest or woodland,50 ft,25 ft,10 ac,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,"Walking / bicycle path parallels the New River, bordered by forest and forested floodplain",2018-02-05
28953,Personal,Ross Feeder,CO,40.40303,-104.697922,WGS84,Google Maps,1453,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2018-02-05
28969,Group,Wetlands Acadian Cultural Center,LA,29.796217,-90.82502,WGS84,Google Maps,2,Google Elevation Service,Urban,Other (please describe in comments box),100 ft,10 ft,3.17 ac,,,,,,,,-1,,,,,,Riparian Zone,2018-02-06
28984,Group,Potomoc Building,MD,38.99028,-76.938301,WGS84,Google Maps,22,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,,,,,,,,-1,,,,,,,2018-02-08
29106,Personal,Prairie Ridge Tree Trail,NC,35.811604,-78.714027,WGS84,Web Service,131,Google Elevation Service,,,,,,,,,,,,,,,,,,,Prairie Ridge Tree Trail,2018-02-13
29123,Personal,University of Louisville,KY,38.218044,-85.762955,WGS84,Google Maps,138,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2018-02-13
29244,Personal,Wells Home,VA,37.006676,-76.445213,WGS84,Google Maps,11,Google Elevation Service,Urban,Other (please describe in comments box),30 ft,400 ft,0.3 ac,,,,,,,,-1,,,,,,This is a 0.3 ac urban home lot.  Pavement/ vegetable gardens/ lawn/ mulch/ trees,2018-02-21
29265,Group,Pine Restoration Trail,MS,30.400648,-88.645096,,Google Maps,0,Google Elevation Service,Suburban,Forest or woodland,5 ft,20 ft,5 ac,,,,,,,,-1,,,,,,I am not certain of the acreage of the site. ,2018-02-23
29266,Personal,LUC,IL,41.999859,-87.656418,WGS84,Google Maps,175,Google Elevation Service,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,1000 ft,,,,,,,,,-1,,,,,,,2018-02-23
29296,Personal,the mount,CA,34.094707,-118.21656,,Google Maps,199,Google Elevation Service,Urban,Other (please describe in comments box),1 ft,2800 ft,5 ac,,,,,,,,-1,,,,,,Semi woodland amongst houses,2018-02-25
29319,Personal,Brandeis University,MA,42.366173,-71.25946,,Google Maps,50,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2018-02-26
29354,Personal,Pisgah Forest Elementary,NC,35.257484,-82.702988,,,644,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2018-02-27
29406,Personal,millard canyon,CA,34.140202,-118.160004,User,User,268,Google Elevation Service,,,,,,A mixture of evergreen and deciduous trees,"Yes, and the site is...",At the bottom of the slope or in a valley between slopes,South,,,,,,,,,,,2018-03-01
29438,Personal,Chandler Pond ,MA,42.345074,-71.165932,,Google Maps,13,Google Elevation Service,Urban,Other (please describe in comments box),0 ft,0 ft,10 ac,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,0,,,,,,,2018-03-03
29548,Personal, Sam Merrill Trailhead ,CA,34.219162,-118.119911,WGS84,Google Maps,1149,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2018-03-07
29609,Personal,oak community ,CA,34.217487,-118.144814,WGS84,Web Service,590,Google Elevation Service,,,,,,,,,,,,,,,,,,,Millard Trail Camp,2018-03-11
29655,Personal,Sugarloaf Cove Nature Center,MN,47.487274,-90.985054,WGS84,Web Service,197,Google Elevation Service,,,,,,,,,,,,,,,,,,,,2018-03-12
29702,Personal,Virginia Tech,VA,37.228588,-80.418045,WGS84,Google Maps,625,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2018-03-15
29703,Personal,VT,VA,37.225636,-80.416168,WGS84,Google Maps,640,Google Elevation Service,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",5 ft,1 mi,0.25 ac,,,,,,,,-1,,,,,,,2018-03-15
29704,Personal,Virginia Tech,VA,37.220947,-80.422798,WGS84,Google Maps,636,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2018-03-15
29707,Personal,4-16_memorial_red_maple,VA,37.228195,-80.42308,WGS84,Google Maps,626,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2018-03-15
29708,Personal,Campus,VA,37.227676,-80.422264,WGS84,Google Maps,621,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2018-03-15
29710,Personal,Virginia Polytechnic Institute and State University,VA,37.223179,-80.421547,WGS84,Google Maps,636,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2018-03-15
29722,Group,Blacktail Butte 1,WY,43.661152,-110.697784,WGS84,Google Maps,1989,Google Elevation Service,Wildlands or semi-wildlands,"Grassland, meadow or tundra",100 ft,,,,,,,,,,-1,,,,,,,2018-03-15
29724,Group,Cache Creek trailhead,WY,43.464901,-110.729729,WGS84,Google Maps,1970,Google Elevation Service,Wildlands or semi-wildlands,,,,,,,,,,,,-1,,,,,,,2018-03-15
29768,Personal,Millard Canyon,CA,34.213463,-118.147858,WGS84,Google Maps,619,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2018-03-18
29800,Personal,Millard Canyon Fall,CA,34.176052,-118.098404,WGS84,Google Maps,303,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2018-03-18
29855,Personal,Ursinus College,PA,40.191509,-75.455856,WGS84,Google Maps,69,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2018-03-21
